,id,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022
12,005476c7-d8f9-a9cc-7ed6-1fd50aeaebe2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9882.0,22904.0,11692.0,30524.0,37018.0,15789.0,27862.0,10648.0,17331.52
13,00650544-7a10-4917-2b53-0a1536681492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17281.0,20863.0,26013.0,28119.0,41000.0,19128.0,26364.0,7699.0,13339.0,17316.2
14,006baa01-fdbc-26e7-8734-baefc2e4866f,8546.0,19564.0,17604.0,29743.0,45595.0,16910.0,21583.0,16498.0,18349.0,37955.0,27770.0,52664.0,16854.0,27026.0,23878.0,17763.0,11148.0,7180.0,54202.0,45704.0,7702.0,14447.0,14698.0,35258.0,24469.44
15,007b0a78-f278-d163-d312-8e5cbea3351d,18532.0,47350.0,12531.0,20169.0,35375.0,17388.0,40423.0,24253.0,22528.0,29245.0,31983.0,11684.0,21970.0,21463.0,16170.0,21235.0,24869.0,41860.0,17913.0,63335.0,17761.0,29363.0,17566.0,22405.0,26132.18
16,0097c49a-5570-9dc0-c805-fb35cba9748d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22094.0,29899.0,32423.0,17759.0,37783.0,11230.0,17834.86
17,00a1402e-57e7-ef7b-8486-10cfd21276c2,76818.0,17002.0,26401.0,23360.0,29287.0,17232.0,10865.0,12290.0,23831.0,12435.0,11695.0,42579.0,40390.0,17117.0,6653.0,12725.0,204298.0,9103.0,26237.0,13782.0,20296.0,31298.0,23818.0,14659.0,27931.87
18,00a594c2-0d4e-9d06-cc16-4ccabbfcc661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11571.0,8224.0,7740.0,27946.0,14387.0,52475.0,7391.0,24887.0,4681.0,0.0,0.0,0.0,0.0,6302.37
19,00a89d2b-e1f4-9a00-25ca-92bd745dc319,0.0,0.0,0.0,0.0,0.0,0.0,18637.0,29299.0,9561.0,5229.0,6596.0,42085.0,25870.0,10080.0,13081.0,12394.0,22440.0,6536.0,18895.0,20389.0,11855.0,16468.0,18778.0,6944.0,14381.38
20,00ac317a-dd82-ab3e-2868-5bdd02c81d11,7434.0,15422.0,12750.0,33275.0,2514.0,30557.0,38993.0,4130.0,18235.0,21153.0,8302.0,20321.0,21513.0,17058.0,7731.0,5165.0,58865.0,146404.0,19379.0,21150.0,27972.0,27093.0,37757.0,11188.0,30060.86
21,00afecfa-6ea0-61cc-5ec7-d2715034e9ff,0.0,0.0,0.0,0.0,6433.0,29316.0,11301.0,9673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.51
22,00b425aa-e7eb-533c-3a08-79fbdc7843b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9505.0,6818.0,30576.0,16160.0,20775.0,41886.0,28890.0,11818.0,38983.0,14634.0,8302.0,12097.0,21060.0,35773.0,15618.0,7285.0,17776.75
23,00b5888d-5f7c-c41a-6bf5-5e065ae88bd8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3385.0,22132.0,3355.0,11986.0,21531.0,5590.0,0.0,0.0,0.0,0.0,0.0,2777.29
24,00c08143-c5a4-28c6-195f-908dbd9695c9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842.0,20880.0,22271.0,9615.0,10857.0,4193.0,8003.53
25,00c99f27-6e4d-d42f-3306-f416b09b8163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18436.0,46754.0,12521.35
26,00cbcbf6-71b5-051b-13df-c7bf5966aa79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6683.0,28998.0,9478.0,7435.46
27,00ce4721-4ff0-394d-f15f-efa4d84c1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7091.0,38516.0,11320.0,24338.0,49156.0,55334.0,31164.0,27840.88
28,00d1e139-b8cd-969b-4e7e-6db1ef4c618d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13840.0,7692.0,33550.0,38406.0,28413.0,19425.0,14264.0,15797.0,17138.0,29101.0,19686.11
29,00d2870b-4b5c-31ed-72bb-ccfc34ff496a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14886.0,9888.0,49809.0,13189.0,4632.0,13553.0,28537.0,15462.92
30,00d3470f-abed-23b1-c9e6-6c0421125186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9281.0,26714.0,17452.0,21917.0,11648.99
31,00d3d1af-353e-0c86-24ae-ba79e4b82987,15217.0,6417.0,3827.0,4933.0,4692.0,9440.0,3858.0,9411.0,24027.0,20017.0,17028.0,22230.0,4068.0,4604.0,2485.0,14919.0,11272.0,4133.0,7015.0,17023.0,7048.0,26320.0,4876.0,14311.0,12082.07
32,00e1e415-040b-b601-823a-0864be1b885c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130702.0,11275.0,41183.0,22186.0,20585.0,13379.0,17345.0,26408.0,22620.0,22604.29
33,00e954f6-f574-58f9-bd16-b04f2cf6c298,0.0,0.0,0.0,0.0,0.0,17585.0,10257.0,4345.0,10665.0,10359.0,11047.0,18629.0,12768.0,11857.0,6002.0,26339.0,18649.0,35728.0,15459.0,12184.0,7709.0,23421.0,3528.0,9230.0,13104.52
34,00f24603-8295-1fe0-52c5-53b5d2f74429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5514.0,9380.0,3283.0,4195.0,8254.0,32737.0,9392.0,17482.0,6183.0,13212.0,2306.0,10244.0,7520.0,26790.0,8590.0,11808.7
35,00f276c9-41cf-a1a1-fdc5-515ab78331b9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14094.0,7736.0,7390.0,23956.0,29121.0,13353.0,36600.0,5483.0,33145.0,20518.0,34340.0,26251.0,17054.0,21847.1
36,01055b03-085b-3b3e-eb19-3fd25bbdb887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25235.0,44540.0,49429.0,50743.0,29441.0,41215.0,13335.0,28551.0,15221.0,23279.0,16234.0,14652.0,21752.0,28702.0,21767.0,6489.0,17235.0,18985.97
37,010bd4fe-5789-b404-784b-f63b4f3ef6b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,16963.0,14964.0,20758.0,57420.0,21756.0,15072.0,12709.0,14718.0,32505.0,20016.41
38,0111aca2-9949-07f1-283d-53d5bce4588e,13187.0,4309.0,2284.0,13175.0,7906.0,3264.0,2335.0,10599.0,342.0,8332.0,824.0,5854.0,3190.0,341.0,8660.0,12816.0,9786.0,9173.0,15216.0,19257.0,13316.0,4747.0,7646.0,8085.0,9366.92
39,01364fc5-1a6e-d97f-03cd-7bab667b94c9,41415.0,16751.0,39506.0,36213.0,17344.0,32183.0,23884.0,27357.0,14580.0,38269.0,24337.0,31950.0,32432.0,24520.0,8647.0,26985.0,46766.0,27935.0,36163.0,18440.0,29394.0,23142.0,37973.0,59731.0,35607.51
40,013a3cfa-d2b2-7882-3b2d-32d0a65c2fea,25382.0,51564.0,33141.0,14678.0,15913.0,18057.0,28444.0,27293.0,22609.0,20413.0,28188.0,24762.0,18115.0,27525.0,23947.0,26542.0,22407.0,17232.0,7017.0,32063.0,31561.0,15307.0,24532.0,52222.0,28755.36
41,0140a718-b50a-2a65-6ca3-6771c7ef28e7,9985.0,21931.0,24017.0,17339.0,34739.0,5147.0,18682.0,21668.0,3464.0,17932.0,23774.0,9958.0,21514.0,25392.0,32548.0,13469.0,41011.0,29153.0,18546.0,18758.0,42472.0,35616.0,16847.0,25749.0,26149.7
42,0156f13c-8098-bb3e-c734-627f1c3726f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23444.0,9870.0,17007.0,4966.0,5739.0,24231.0,10601.01
43,015a50ba-86d3-4bfe-1de4-5628ad100cbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,7119.0,15683.0,10424.0,13795.0,12396.0,9002.0,6645.0,14703.0,18359.0,15669.0,41476.0,7325.0,11448.0,15009.26
44,015cd1e7-2bc7-2ba4-f0c6-319ca891e09a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9155.0,2164.0,16139.0,30816.0,23505.0,4997.0,51654.0,11508.0,9126.0,9748.0,14492.0,11711.0,18254.0,10428.0,14073.05
45,01650350-67db-8350-b368-89013bc3411c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16307.0,2547.0,11385.0,4825.58
46,01668796-e975-d06b-0043-af980dc44252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34519.0,23000.0,14929.0,11154.73
47,017b49cf-249c-ebe0-2967-2134dfdd8e2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16427.0,43851.0,9439.0,13646.0,34029.0,21856.0,21432.0,13358.0,14829.0,14921.0,21522.0,7486.0,12707.0,14902.43
48,01847803-d840-fccb-2446-eceecaa0a679,54692.0,31296.0,40932.0,79658.0,52167.0,20223.0,62246.0,30312.0,14455.0,59663.0,31405.0,52995.0,46516.0,30307.0,22582.0,32730.0,39957.0,32636.0,41846.0,44856.0,33297.0,10567.0,56647.0,38752.0,37461.82
49,019fa768-7836-71c3-2258-e52ce068ce92,0.0,0.0,0.0,0.0,0.0,0.0,12175.0,1305.0,1186.0,15466.0,7781.0,32300.0,16272.0,5228.0,25830.0,16758.0,31231.0,5791.0,16126.0,25514.0,1820.0,14996.0,17902.0,18800.0,15962.98
50,01a02c0d-1161-fdb0-b0d0-f5cb084ada1c,88578.0,83489.0,32542.0,12162.0,20292.0,23171.0,13169.0,9507.0,26523.0,16695.0,37106.0,26982.0,38174.0,13583.0,37949.0,30732.0,14331.0,17610.0,37881.0,20988.0,17570.0,14045.0,18541.0,7131.0,18429.99
51,01a08af9-6bd5-8636-e472-af5aea70aed1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36638.0,58184.0,33934.0,10329.0,29004.0,33125.0,36028.0,24919.0,36173.0,29521.0,54700.0,33908.0,32130.0,33384.56
52,01a39f80-6333-d1ec-8c85-ca141ef02a90,23317.0,11829.0,30337.0,10326.0,14375.0,27819.0,7454.0,55833.0,17298.0,21240.0,33632.0,26461.0,13906.0,8644.0,29582.0,25088.0,22876.0,17054.0,36028.0,19191.0,18803.0,12971.0,18975.0,12654.0,18715.89
53,01cf7f93-5e6c-c9e4-1768-599decffd101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24121.0,17301.0,28486.0,34519.0,49570.0,21096.0,26399.0,22294.0,31036.0,22965.0,26182.0,35548.0,42032.0,57074.0,35604.17
54,01de1868-8827-7859-bd02-5676d187bbae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.0,11519.0,6450.0,2648.0,6280.0,8244.0,29079.0,3528.0,11041.0,9013.84
55,01dee1a1-9a01-a709-6cf8-5508e1d49a09,0.0,0.0,0.0,0.0,0.0,13720.0,8723.0,58971.0,35157.0,29056.0,93995.0,44615.0,18413.0,10908.0,18219.0,20816.0,31647.0,56777.0,17033.0,28138.0,28732.0,43632.0,15544.0,29049.0,28994.98
56,01e50dde-46ca-2ca5-90da-4776dbf9c505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30042.0,33234.0,42267.0,31930.0,651.0,77243.0,34904.0,40092.0,29988.0,9814.0,23012.0,26475.61
57,01f3fa0f-c501-bc5b-e7bf-d28e8664a162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25251.0,18387.0,21891.0,14288.0,32479.0,35248.0,19644.31
58,01f5b716-4b50-0821-26b6-31e03ae688c0,19503.0,23827.0,18853.0,119693.0,20273.0,28233.0,47149.0,16894.0,50579.0,52928.0,16365.0,8497.0,20320.0,14473.0,40906.0,49044.0,38431.0,31870.0,32269.0,13184.0,16292.0,28450.0,32027.0,23646.0,27111.08
59,01fcbf68-8e89-f54b-81f8-c72f148106b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8455.0,7674.0,31371.0,8732.43
60,0203d17e-40d9-56b5-b5af-e2bdb377281f,22095.0,13285.0,16749.0,12743.0,21569.0,16946.0,16267.0,7521.0,5081.0,9929.0,4228.0,11773.0,5755.0,30446.0,12568.0,5759.0,1777.0,6843.0,5909.0,9272.0,10096.0,0.0,0.0,0.0,4573.43
61,020f1ec9-c5e4-89b6-b98e-2916ff3603f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20052.0,27637.0,8866.23
62,02114533-d9d1-bb49-d391-e92479cbdc6c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9813.0,39942.0,21952.0,26064.0,30010.0,18017.76
63,02143e2e-79a0-d008-c043-feeedac826fc,0.0,0.0,0.0,0.0,0.0,1029.0,7644.0,1981.0,22214.0,8341.0,7054.0,12781.0,1958.0,20060.0,5615.0,16073.0,5530.0,50675.0,5644.0,8678.0,2126.0,13574.0,3899.0,16686.0,11651.23
64,02160910-abe5-20ec-1fe1-59cdca54e759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55373.0,16276.0,58117.0,29156.0,29067.0,21977.0,16600.0,27388.0,7119.0,23634.0,15284.0,26536.0,21174.2
65,022031dc-a078-045d-3528-a651e7ce276d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0,4869.0,29174.0,38303.0,13372.68
66,022fe37d-c8a7-cea0-06eb-b89d6099ee1f,14640.0,24924.0,30135.0,27771.0,23251.0,20381.0,14645.0,36093.0,33856.0,48863.0,41126.0,54944.0,32204.0,39783.0,20179.0,19151.0,26400.0,13878.0,48833.0,35887.0,25189.0,18349.0,17386.0,28250.0,26518.8
67,02300212-e7a7-15ae-7d09-91eb04d36829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22891.0,22375.0,6411.0,27571.0,26322.0,26313.0,14233.0,16508.08
68,02352cfc-43d3-c1cd-4443-6c48cfbb5634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49103.0,17198.0,11377.3
69,023f3852-0af8-d933-5f99-697f70ef6d2b,69094.0,14945.0,3107.0,30208.0,2168.0,34921.0,36434.0,14868.0,15711.0,9717.0,23017.0,29595.0,26180.0,1997.0,9339.0,10427.0,2709.0,23237.0,3834.0,4364.0,21756.0,6163.0,8383.0,22246.0,13360.82
70,024d4ab1-0f79-6c69-1380-d67510935b1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44298.0,43916.0,36608.0,5781.0,0.0,0.0,0.0,0.0,0.0,5626.54
71,0250457f-c4d9-1d9e-1a97-a7d2392cb140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33880.0,24711.0,47967.0,26761.0,19785.62
72,02540d49-db1f-4aad-ac19-80beac065dcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27418.0,59586.0,55816.0,47220.0,15038.0,43136.0,25545.0,29329.0,33145.0,22368.0,26904.0,50052.0,32610.99
73,02567d2b-898c-c7ae-fa29-667531a09fb4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13198.0,17628.0,11511.0,9283.0,21488.0,7482.0,24173.0,14402.0,3912.0,6621.0,9194.0,63893.0,21082.78
74,02581491-4b4e-e27d-110a-7f56ee305bfc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,14448.0,33534.0,20913.0,13657.0,26740.0,52291.0,25401.0,15078.0,17845.0,7107.0,4797.0,20592.0,12715.0,18372.0,6245.0,14251.14
75,025b7c5f-1284-b9d7-8d4e-2753ef26a5b7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6313.0,6898.0,13148.0,7051.0,24271.0,5795.0,13875.0,7194.0,19952.0,19565.0,10537.0,14139.0,6058.0,2685.0,9664.7
76,025f1f28-e4d9-d8f5-9aa0-fe016a66817e,7382.0,4560.0,19486.0,4243.0,9764.0,8031.0,14006.0,16809.0,13251.0,18440.0,17718.0,10682.0,11013.0,866.0,24826.0,14674.0,18456.0,8468.0,25613.0,11320.0,13430.0,5755.0,25283.0,10310.0,14331.43
77,0262a5aa-edec-31ef-5762-762620379089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15824.0,22376.0,10794.0,30712.0,25402.0,11074.0,34578.0,18427.41
78,026e7549-fd37-729e-86be-49572e1a901c,10167.0,3412.0,16977.0,5606.0,19934.0,29429.0,12261.0,1017.0,56430.0,6404.0,15551.0,18869.0,16343.0,13255.0,8714.0,13965.0,3381.0,64259.0,18486.0,18593.0,7393.0,7316.0,28699.0,11678.0,17358.92
79,027752fe-61f6-8c6e-689c-0559bf4fa4a3,8436.0,20276.0,11338.0,19799.0,16482.0,22078.0,9556.0,10408.0,22971.0,8378.0,4820.0,14880.0,7544.0,3427.0,14802.0,15107.0,32160.0,2769.0,8378.0,21926.0,14972.0,4171.0,34943.0,9836.0,15446.27
80,027c013f-3801-8399-ee6a-8e2f9c19ed34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12080.0,14050.0,28658.0,10435.0,30278.0,17391.0,43094.0,54794.0,15086.0,24813.74
81,027dc8dd-d8bb-b0a9-dfcf-f5af80fc9ce2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,28605.0,26315.0,28335.0,16010.0,13041.0,25947.0,15874.0,22415.0,34538.0,21020.35
82,028990e6-2dd2-18eb-fd57-7ceaa623c278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3248.0,18340.0,6668.0,4715.23
83,028b4601-c928-eb58-4b24-de88a308406d,38380.0,12222.0,47381.0,22768.0,10144.0,18251.0,13833.0,21542.0,49813.0,16786.0,25576.0,22919.0,19767.0,25676.0,28406.0,19626.0,19046.0,32134.0,16763.0,50256.0,19432.0,16345.0,34614.0,37203.0,28823.91
84,029f8bac-07ee-05ad-e63f-da295877696a,0.0,0.0,0.0,0.0,0.0,0.0,21383.0,8906.0,15051.0,19867.0,6935.0,13701.0,10133.0,5437.0,19795.0,20887.0,33342.0,9623.0,20389.0,17879.0,12410.0,17021.0,15307.0,17124.0,16322.82
85,02a8c33b-0af1-d4ed-0a44-36bc8224a1c8,8480.0,19495.0,5737.0,6391.0,4815.0,17099.0,15054.0,19736.0,22788.0,8874.0,17834.0,9436.0,11139.0,11097.0,5265.0,6450.0,13698.0,4900.0,3123.0,5146.0,7137.0,13270.0,14132.0,6826.0,9215.71
86,02aa4b88-4451-b1f9-e853-40f381abda59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13454.0,29158.0,7934.0,15744.0,22064.0,7637.0,23401.0,20459.0,44978.0,10298.0,18000.0,13992.0,18414.0,17958.79
87,02ae7872-9c3e-cbc8-b715-cf06aaae38c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7503.0,18189.0,14138.0,6764.99
88,02bc47b9-753d-547a-2d5a-c28cf8c6c01f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,4911.0,6935.0,5640.0,5386.0,6844.0,27140.0,8843.45
89,02c336a0-64b3-191b-d929-12440dc513b6,23562.0,16949.0,28360.0,11940.0,17874.0,52911.0,10793.0,12857.0,18824.0,21781.0,61542.0,77402.0,29950.0,24275.0,25460.0,22790.0,26194.0,15471.0,39948.0,30784.0,36989.0,25640.0,40978.0,26470.0,31139.02
90,02c3a5fd-79f5-f78f-816c-03df3e333680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482.0,8400.0,5612.0,37727.0,14566.0,15694.0,11797.99
91,02cbc304-90d0-6d0f-4fe2-45b6cc4e0460,5042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95
92,02cce923-4f11-fe20-2f45-d25c4468f3b1,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,54964.0,11192.0,3297.0,13396.0,12606.0,5722.0,25831.0,34618.0,6170.0,23597.0,12316.0,944.0,16796.0,3183.0,10970.0,46813.0,7990.0,16467.38
93,02ce965d-352c-08a4-82b2-a2ae2b950753,9917.0,23245.0,8451.0,3286.0,8847.0,12565.0,7598.0,11605.0,38260.0,5927.0,6991.0,14378.0,13613.0,5399.0,9423.0,6068.0,18749.0,11650.0,17150.0,836.0,9641.0,18699.0,11789.0,8991.0,11338.93
94,02e1030c-791d-969f-913e-8c9792a75c02,0.0,0.0,0.0,769.0,8432.0,12411.0,9517.0,7481.0,11063.0,12889.0,6421.0,19792.0,35041.0,11638.0,15249.0,7785.0,11145.0,5587.0,13508.0,9035.0,4158.0,12586.0,15784.0,13387.0,11900.72
95,0305ba49-8a8c-150c-c290-f61f1616b10d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19362.0,46351.0,12071.0,28032.0,23482.0,28428.0,7886.0,16683.0,7072.0,43703.0,2680.0,13538.0,35772.0,24323.0,9185.0,18750.76
